seg,tier,metric,n,ndef,nsteps,veclen
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,probe/ve_gate_quantiles,300,300,25,7
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,probe/ve_gate_rms,300,300,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,probe/ve_gate_std,300,300,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,probe/x0_contribution_ratio,600,600,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,probe/x0_term_norm,600,600,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,sketch/grad,2825,2825,25,4096
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,sketch/grad_cosine_prev,25,24,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,periodic,sketch/grad_sq_norm,2825,2825,25,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,calib/grad_cosine_prev,30,29,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,calib/grad_norm,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/Hg_norm,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/arith_eps,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/c_fd_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/c_fd_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/c_fd_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_eps_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_eps_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_eps_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_floor_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_floor_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_floor_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_snr_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_snr_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/curv_snr_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/dhd,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_curv_gradient,60,26,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_curv_random,60,0,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_curv_update,60,0,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_fd_gradient,60,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_fd_random,60,4,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_fd_update,60,0,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_lin_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_lin_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_lin_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_sym_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_sym_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/e_sym_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/eta_star,60,54,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/eta_star_rho,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/eta_star_rho_threshold,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_conclusive_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_conclusive_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_conclusive_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_cos_gradient,60,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_cos_random,60,4,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_cos_update,60,0,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_eps_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_eps_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_eps_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_floor_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_floor_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_floor_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_snr_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_snr_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_snr_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_conclusive_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_conclusive_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_conclusive_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_valid_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_valid_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_cos_valid_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_e_fd_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_e_fd_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_e_fd_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_eps_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_eps_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_eps_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_floor_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_floor_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_floor_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_snr_gradient,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_snr_random,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/fd_sweep_snr_update,60,60,30,6
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/gHg,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/gg,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/native_verdict_code,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/shadow_verdict_code,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_c_fd_gradient,60,60,30,5
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_c_fd_random,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_c_fd_update,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_e_curv_gradient,60,60,30,5
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_e_curv_random,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_e_curv_update,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_eps_gradient,60,60,30,5
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_eps_random,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_eps_update,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_floor_gradient,60,60,30,5
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_floor_random,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_floor_update,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_snr_gradient,60,60,30,5
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_snr_random,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/sweep_snr_update,60,60,30,4
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/verdict_code_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/verdict_code_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/verdict_code_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/vhv_gradient,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/vhv_random,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,curvature/vhv_update,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,muon/replay_update_relerr,2340,2340,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/grads_ready/calibration,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/grads_ready/calibration/work,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/lineage_checkpoint,3,3,3,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/muon_reference,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/muon_reference/work,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/probe_grad_sketch,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/probe_grad_sketch/work,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/shadow_acceptance,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/theta_snapshot,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/theta_snapshot/work,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/update_effectiveness,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,overhead/update_effectiveness/work,30,30,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,sketch/probe_grad,3390,3390,30,4096
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,sketch/probe_grad_cosine_prev,30,29,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,sketch/probe_grad_sq_norm,3390,3390,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/actual,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/direction_norm,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/loss_after,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/loss_before,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/normalized_residual,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/p1,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/p2,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/residual_p1,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,sparse,update/residual_p2,60,60,30,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/attention,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/grads_ready,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/grads_ready/calibration,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/grads_ready/periodic_scan,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/lineage_checkpoint,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/lineage_inventory,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/microbatch_cpu_launch,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/muon_reference,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/noise,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/probe_grad_sketch,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/probes,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/shadow_acceptance,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/step_end_emit,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/theta_snapshot,1,1,1,0
d12-s8-s0-2b2e72e4395440029b92226213d137bb,offline,overhead/total/update_effectiveness,1,1,1,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/bos_count,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/mean_segment_length,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/micro_batches,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/segments_per_row_max,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/segments_per_row_mean,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,batch/valid_targets,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,grad/finite,54,54,54,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,loss/finite,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,loss/train_mean,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,mem/alloc_end_bytes,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,mem/alloc_start_bytes,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,mem/cuda_peak_absolute,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/beta1,15120,15120,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/beta2,25200,25200,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/eps,15120,15120,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/lr,25200,25200,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/lr_eff,10080,10080,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/momentum,10080,10080,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/ns_steps,10080,10080,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,optim/weight_decay,25200,25200,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,overhead/grads_ready,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,overhead/microbatch_cpu_launch,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,overhead/microbatch_cpu_launch/work,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,overhead/step_end_emit,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,scalars/backout_lambda,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,scalars/resid_lambdas,2520,2520,2520,12
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,scalars/smear_lambda,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,scalars/x0_lambdas,2520,2520,2520,12
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,step/dt_excl_serialized_telemetry,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,step/loader_call_elapsed,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,step/observed_dt,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,continuous,step/skipped,2520,2520,2520,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/n_undefined_queries/b0,75,75,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/n_undefined_queries/b1,75,75,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/n_undefined_queries/b2,75,75,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/n_undefined_queries/b3,75,75,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_mean_distance,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_mean_distance/b0,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_mean_distance/b1,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_mean_distance/b2,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_mean_distance/b3,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_median_distance,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_median_distance/b0,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_median_distance/b1,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_median_distance/b2,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_median_distance/b3,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_norm_entropy,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_norm_entropy/b0,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_norm_entropy/b1,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_norm_entropy/b2,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/per_head_norm_entropy/b3,75,75,25,6
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,attn/validation_max_abs_err,75,75,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,grad/max_abs,375,375,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,grad/nonfinite,375,375,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,grad/norm,2825,2825,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,grad/rms,2825,2825,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,grad/zero_fraction,375,375,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cautious_mask_fraction,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cos_data_decay,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cos_nesterov_final,1950,1896,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cos_raw_final,1950,1896,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cos_raw_momentum,1950,1896,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/cos_raw_nesterov,1950,1896,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/data_norm,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/decay_norm,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/factored_scale_dispersion,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/norm_degenerate,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/norm_deviation,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/polar_residual,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/u_final_norm_analytic,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,muon/u_final_norm_observed,1950,1950,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/b_noise,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/mean_grad_norm,2825,2825,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/pairwise_cosines,25,25,25,28
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/per_sub_sq_norm,25,25,25,8
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/row_trace,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/s2,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,noise/signal_raw,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/adamw_m_norm,853,840,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/adamw_m_rms,853,840,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/adamw_v_norm,853,840,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/adamw_v_rms,853,840,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/muon_momentum_norm,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/muon_momentum_rms,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/muon_second_momentum_mean,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/muon_second_momentum_norm,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,optim/muon_second_momentum_rms,1950,1872,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/attention,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/attention/work,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/grads_ready/periodic_scan,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/grads_ready/periodic_scan/work,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/noise,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/noise/work,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/probes,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,overhead/probes/work,25,25,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,param/norm,2825,2825,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,param/rms,2825,2825,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_out_norm,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_out_stats_mean,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_out_stats_quantiles,600,600,25,7
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_out_stats_rms,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_out_stats_std,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/attn_residual_ratio,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/backout_contribution_ratio,50,50,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/backout_term_norm,50,50,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/block_in_stats_mean,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/block_in_stats_quantiles,600,600,25,7
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/block_in_stats_rms,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/block_in_stats_std,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/c_proj_in_norm,600,600,25,0
d12-s9-s0-b872e698e81b4a8fa0cd08512f43c2c2,periodic,probe/c_proj_in_stats_mean,600,600,25,0
